ETC_20150317_000001	Кепа
ETC_20150323_010143	Не может извлекать яд из сознательного Скорпион!
ETC_20150323_010144	Колючий выкл сладких трав
ETC_20150323_010145	Получила сладкую траву!
ETC_20150323_010146	Шипы сладкой травы ткнул вас!
ETC_20150323_010147	Кажется, что ты попал в место, где еда портится
ETC_20150323_010148	Встретиться Малус и получить некоторые новые рисовый пирог!
ETC_20150323_010149	Новый рисовый пирог не испортило!!! Довести его до Dalryus!
ETC_20150323_010150	Новый рисовый пирог испорчен! Выбросить испорченный торт и иди к Малус, чтобы получить новые рисовый пирог!
ETC_20150323_010151	Выбрасывая испорченный рисовый пирог
ETC_20150323_010152	Оранжевый Хемминга, который внезапно появился
ETC_20150323_010153	Как вы выбросьте испорченный рисовые лепешки, Апельсин Хемминга появился!
ETC_20150323_010154	Чуть в обморок не упала от неприятный запах!
ETC_20150323_010155	Втирая его
ETC_20150323_010156	Похоже, что вы устранили странная энергия!
ETC_20150323_010157	Может быть, это было не реально! Найти еще один!
ETC_20150323_010158	Кажется, что нет никакой странной энергии!
ETC_20150323_010159	Извлечение культур и глядя на них
ETC_20150323_010160	Ничего вроде бы плохого урожая
ETC_20150323_010161	Листья были вырублены, так что вы можете не проверять ничего плохого. Попробовать извлекать других!
ETC_20150323_010162	Посевы погибли в черный!
ETC_20150323_010163	Сделав неловкое магическое поле с деревьями
ETC_20150323_010164	Горящие буквы заклинания
ETC_20150323_010165	Исключая странную драгоценность
ETC_20150323_010166	Как вы устранили драгоценность, вы получили убытки!
ETC_20150323_010167	Как вы устранили драгоценность, монстры появились!
ETC_20150323_010168	Похоронив первую бутылку
ETC_20150323_010169	Похоронив вторую бутылку
ETC_20150323_010170	Магический круг поглотил монстр злая аура!
ETC_20150323_010171	Вы были переведены в странное место из-за неисправности статуя богини!
ETC_20150323_010172	Вам будет замедлен на 5 секунд из-за неисправности статуя богини!
ETC_20150323_010173	Ты выкопал голову богини без проблем
ETC_20150323_010174	Монстры будут прикармливать, так как вы установили горшки. Установленная горшочках исчезла в 20 секунд.
ETC_20150323_010175	Установлено ядовитый пот
ETC_20150323_010176	Ты провалился в сон из-за проклятия запечатаны магической сфере
ETC_20150323_010177	Камни все падали вниз. Пойти в Альбину, чтобы получить камни
ETC_20150323_010178	Магический круг разрушен!
ETC_20150323_010179	Герметизация Магический Круг
ETC_20150323_010180	Успешно бросил в камни!
ETC_20150323_010181	Не бросать в камни!
ETC_20150323_010182	Установка на магическое поле
ETC_20150323_010183	Убедить фермера
ETC_20150323_010184	Give
ETC_20150323_010185	У меня ее нет
ETC_20150323_010186	Она у меня есть. Показать
ETC_20150323_010187	Я не хочу, чтобы показать это.
ETC_20150323_010188	Вы бросали камни, но магическое поле затопило!
ETC_20150323_010189	Это не волшебное поле
ETC_20150323_010190	Ты преуспел бросали камни в магической сфере, но вы впали в сон!
ETC_20150323_010191	Магическое поле сделали монстров провалился в сон, что нападать на людей!{бл}пожалуйста, сообщите об этом Джоана!
ETC_20150323_010192	Монстр души
ETC_20150323_010193	Магическое поле не отвечает
ETC_20150323_010194	Монстр пытается сбежать!
ETC_20150323_010195	Размещение статуя богини
ETC_20150323_010196	Появиться статуя богини
ETC_20150323_010197	Делая деревянным молотком
ETC_20150323_010198	Получение материалов для молотка
ETC_20150323_010199	Вам не удалось получить пригодные деревья!
ETC_20150323_010200	Вместо полезной деревья, оранжевый Dandel появился!
ETC_20150323_010201	Объясняя компактный
ETC_20150323_010202	С радостью отдаю
ETC_20150323_010203	Это пустая трата денег
ETC_20150323_010204	Отдай их ему, так что вы можете внимательно посмотреть на них
