SKILL_20150317_000001	Атака
SKILL_20150414_003950	Damage of [Knock Heavy Shot] increase per attribute level.
SKILL_20150414_003951	Тяжелый Удар: Усилить 2
SKILL_20150414_003952	Damage of [Heavy Shot] is enhanced to Archer Circle 3.
SKILL_20150414_003953	Две Стрелки: Увеличить
SKILL_20150414_003954	Damage of [Twin Arrow] increase per attribute level.
SKILL_20150414_003955	"Вскрытие": Увеличить
SKILL_20150414_003956	Damage of [Teardown] increase per attribute level.
SKILL_20150414_003957	"Вскрытие": Усилить 2
SKILL_20150414_003958	Enhanced the damage of [Teardown] to Quarrel Shooter's 3rd Circle standards.
SKILL_20150414_003959	Бег Выстрелом: Повысить
SKILL_20150414_003960	Increases the damage of [Running Shot] per attribute level.
SKILL_20150414_003961	Lachrymator: Дополнительный Урон
SKILL_20150414_003962	Enemies within rage of [Lachrymator] receives damage every 2 seconds. Damage increases per attribute level.
SKILL_20150414_003963	Волшебная Стрела: Увеличить
SKILL_20150414_003964	Damage of [Magic Arrow] increase per attribute level.
SKILL_20150414_003965	Волшебная Стрела: Усилить 2
SKILL_20150414_003966	Enhanced the damage of [Magic Arrow] to Fletcher's 3rd Circle standards.
SKILL_20150414_003967	Закуска Стола: Салат
SKILL_20150414_003968	Duration of [Install Distribution Table] Salad increase by a minute per level.
SKILL_20150414_003969	Закуска Стола: Сэндвич
SKILL_20150414_003970	Duration of [Install Distribution Table] Sandwich increase by a minute per level.
SKILL_20150414_003971	Закуска Стола: Суп
SKILL_20150414_003972	Duration of [Install Distribution Table] Soupincrease by a minute per level.
SKILL_20150414_003973	Закусками На Столе: Йогурт
SKILL_20150414_003974	Duration of [Install Distribution Table] Yogurt increase by a minute per level.
SKILL_20150414_003975	Высокий Охранник: Улучшенная Защита
SKILL_20150414_003976	Defense of [High Guard] increases by 1 per attribute level.
SKILL_20150414_003977	Defense of [Swell Right Arm] increases by 1 per attribute level.
SKILL_20150414_003978	Пухнуть Мозг: Увеличить
SKILL_20150414_003979	Intelligence effect of [Swell Brain] increases per attribute level.
SKILL_20150414_003980	Отменить Привязку: Enemy Damage
SKILL_20150414_003981	Enemies [Unbinded] receive damage. Attack increase by 10% of magic attack per attribute level.
SKILL_20150414_003982	Вызвать Познакомились: Увеличить
SKILL_20150414_003983	Damage of Spirit summoned by [Summon Familiar Spirit] increases per attribute level.
SKILL_20150414_003984	Вызвать Познакомились: Всплеск
SKILL_20150414_003985	Когда приглашенное знакомый дух взрывается сама по себе, есть 1% шанс на атрибут уровня для урона ближайшим врагам.
SKILL_20150414_003986	Колдун: СП восстановление
SKILL_20150414_003987	Персонажа СП восстановление увеличение на 1 атрибут за уровень.
SKILL_20150414_003988	Плоти Канона: Разлагаться
SKILL_20150414_003989	There is a chance of enemy falling under decompose status for 30 seconds when attacked with [Flesh Canon]. Chance increases by 5% per attribute level.
SKILL_20150414_003990	Плоть Обруч: Деморализовать
SKILL_20150414_003991	Attak of enemies nearby the hoop after using [Flesh Hoop] decrease for 15 seconds. It turns back to normal when moving away from the hoop.
SKILL_20150414_003992	Пункт Пробуждение: Быстрая
SKILL_20150414_003993	Decreases the amount of monsters in dungeons created with [Item Awakening] by 1.
SKILL_20150414_003994	Товар "Пробуждение": Оперативное Принятие
SKILL_20150414_003995	Decreases the amount of waves in dungeons created with [Item Awakening] by 1.
SKILL_20150414_003996	Оружие Поменять
SKILL_20150414_003997	Вы можете менять оружие.
SKILL_20150414_003998	Вендетта: Контратака
SKILL_20150414_003999	Doubles the damage when hitting an enemy affected by the [Bleeding] status effect with [Vendetta].
SKILL_20150414_004000	Удар В Спину: Массивное Кровотечение
SKILL_20150414_004001	Enemy falls under [Massive Bleed] status when attack with [Back Step] while bleeding.
SKILL_20150414_004002	Волшебная Стрела: Тишина
SKILL_20150414_004003	Enemies receiving [Magic Arrow] fire attacks have chance of falling under [Silence]. Chance increase by 10% per attribute level.
SKILL_20150414_004004	Божественная Машина Стрелка: Шок
SKILL_20150414_004005	Enemies hit by [Divine Machine Arrow] are affected by the [Shock] status effect for 10 seconds.
SKILL_20150414_004006	Возродить: Продолжительность
SKILL_20150414_004007	Duration of [Revive] increase by 10 seconds per attribute level.
SKILL_20150414_004008	Удар Ладонью: Кровотечение
SKILL_20150414_004009	Enemy falls under [Bleed] for 8 seconds when attacked with [Palm Strike]. Duration of [Bleed] incerases by a seconds per level.
SKILL_20150414_004010	Руку Нож: Броня Перерыв
SKILL_20150414_004011	Enemies attacked with [Hand Knife] have chance of falling under [Armor Break]. Chance increases by 5% per attribute level.
SKILL_20150414_004012	1-Дюймовый Удар: Тишина
SKILL_20150414_004013	Enemies hit by [1 Inch Punch] will be affected by the [Silence] status effect for 5 seconds.
SKILL_20150414_004014	Магической Энергии: Дополнительный Урон
SKILL_20150414_004015	Enemies nearby receive Holy damage when using [Arcane Energy]. Damage increases per attribute level.
SKILL_20150414_004016	Chortasmata: Продолжительность
SKILL_20150414_004017	Duration of [Chortasmata] increases by a second per attribute level.
SKILL_20150414_004018	Indulgentia: Дополнительный Урон
SKILL_20150414_004019	Enemies receive additional damage amounting to 10% of character's magic damage per attribute level when attacked with [Indulgentia].
SKILL_20150414_004020	Взыскательных зла: увеличить количество целей
SKILL_20150414_004021	Target of [Discerning] increase by 1 per attribute level.
SKILL_20150414_004022	Призыв Божества: увядает
SKILL_20150414_004023	Character is not threatened by monster summoned with [Call of Deities]. (except pre-emptive attack types)
SKILL_20150414_004024	Прогноз: Продолжительность
SKILL_20150414_004025	Duration of [Forecast] increases by a seconds per attribute level.
SKILL_20150414_004026	Насест: Увеличение Дальности
SKILL_20150414_004027	Range of maintaining perch in [Install Perch] increases by 20 per attribute level.
