ITEM_20150317_000001	Пустой шлем 
ITEM_20150511_005111	Запечатанный научный доклад, описывающий проклятий, что священник Yosana собрались вместе. Священник сказал, что он исчез в одно мгновение. 
ITEM_20150714_005112	Увеличенная длина geomnal дополняет недостатки в gladius меч 
ITEM_20150714_005113	Ветеран Арбалет 
ITEM_20150714_005114	Кувалда 
ITEM_20150714_005115	Yorgis' Fedimian Клуб
ITEM_20150714_005116	Gloves [Leather] 
ITEM_20150714_005117	Boots [Leather] 
ITEM_20150714_005118	Pants [Leather] 
ITEM_20150714_005119	Gloves [Plate] 
ITEM_20150714_005120	Boots [Plate] 
ITEM_20150714_005121	Pants [Plate] 
ITEM_20150714_005122	Gloves [Cloth] 
ITEM_20150714_005123	Boots [Cloth] 
ITEM_20150714_005124	Pants [Cloth] 
ITEM_20150714_005125	Roxona Перчатки 
ITEM_20150714_005126	Roxona Сапоги 
ITEM_20150714_005127	Roxona Брюки 
ITEM_20150714_005128	Roxona Халат 
ITEM_20150714_005129	Roxona Кожаные Перчатки 
ITEM_20150714_005130	Roxona Кожаные Сапоги 
ITEM_20150714_005131	Roxona Кожаные Штаны 
ITEM_20150714_005132	Roxona Кожаные Доспехи 
ITEM_20150714_005133	Roxona Плиты Рукавицы 
ITEM_20150714_005134	Roxona Пластины Сапоги 
ITEM_20150714_005135	Roxona Плиты Штаны 
ITEM_20150714_005136	Roxona Латы 
ITEM_20150714_005137	ГМ сапоги 
ITEM_20150714_005138	Созданный для противодействия экстремальным холодом. Отражает текущее личности мастера, которая фокусируется на практичности.
ITEM_20150714_005139	Чародея Костюм 
ITEM_20150714_005140	Кирку Набор 
ITEM_20150714_005141	Набор Карт 
ITEM_20150714_005142	Михалис Повязки 
ITEM_20150714_005143	Восстанавливает HP каждые 2 секунды. {nl}384 HP восстанавливается за 15 секунд. {nl}щелкните правой кнопкой мыши для использования. Кулдаун 30 секунд. 
ITEM_20150714_005144	Восстанавливает HP каждые 2 секунды. {nl}640 HP восстанавливается за 15 секунд. {nl}щелкните правой кнопкой мыши для использования. Кулдаун 45 секунд. 
ITEM_20150714_005145	Восстанавливает HP каждые 2 секунды. {nl}1280 HP восстанавливается за 15 секунд. {nl}щелкните правой кнопкой мыши для использования. Кулдаун 45 секунд. 
ITEM_20150714_005146	Плод имеет мягкую мякоть. Есть маленькие волоски на коже. 
ITEM_20150714_005147	Плод пахнет противно. Но на вкус как кусочек рая. 
ITEM_20150714_005148	Восстанавливает 80~100 ХП. Мясо легко доступно и безопасно употреблять в пищу сырыми. Щелкните правой кнопкой мыши для использования. 
ITEM_20150714_005149	Добавляет 166 ВЫР 
ITEM_20150714_005150	Добавляет 895 ВЫР 
ITEM_20150714_005151	Добавляет 2375 опыта 
ITEM_20150714_005152	Добавляет 3155 ВЫР 
ITEM_20150714_005153	Добавляет 7620 ВЫР 
ITEM_20150714_005154	Добавляет 8190 ВЫР 
